antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'academically'}),frozenset({'managerial'}),0.0625,0.09722222222222222,0.05555555555555555,0.8888888888888888,9.142857142857142,0.049479166666666664,8.124999999999996
frozenset({'academically'}),frozenset({'specialisation'}),0.0625,0.1111111111111111,0.0625,1.0,9.0,0.05555555555555555,inf
frozenset({'academically'}),frozenset({'thesis'}),0.0625,0.2013888888888889,0.0625,1.0,4.9655172413793105,0.04991319444444445,inf
frozenset({'organisational'}),frozenset({'management'}),0.06944444444444445,0.20833333333333334,0.05555555555555555,0.7999999999999999,3.8399999999999994,0.04108796296296296,3.9583333333333317
frozenset({'organisational'}),frozenset({'organisation'}),0.06944444444444445,0.10416666666666667,0.0625,0.8999999999999999,8.639999999999999,0.055266203703703706,8.958333333333325
frozenset({'specialisation'}),frozenset({'thesis'}),0.1111111111111111,0.2013888888888889,0.10416666666666667,0.9375000000000001,4.655172413793104,0.08179012345679013,12.777777777777802
frozenset({'topic'}),frozenset({'student'}),0.06944444444444445,0.1388888888888889,0.05555555555555555,0.7999999999999999,5.759999999999999,0.04591049382716049,4.3055555555555545
frozenset({'workbook'}),frozenset({'student'}),0.05555555555555555,0.1388888888888889,0.05555555555555555,1.0,7.199999999999999,0.047839506172839504,inf
frozenset({'topic'}),frozenset({'thesis'}),0.06944444444444445,0.2013888888888889,0.05555555555555555,0.7999999999999999,3.9724137931034478,0.04157021604938271,3.9930555555555545
frozenset({'workbook'}),frozenset({'thesis'}),0.05555555555555555,0.2013888888888889,0.05555555555555555,1.0,4.9655172413793105,0.04436728395061728,inf
"frozenset({'academically', 'specialisation'})",frozenset({'managerial'}),0.0625,0.09722222222222222,0.05555555555555555,0.8888888888888888,9.142857142857142,0.049479166666666664,8.124999999999996
"frozenset({'academically', 'managerial'})",frozenset({'specialisation'}),0.05555555555555555,0.1111111111111111,0.05555555555555555,1.0,9.0,0.04938271604938271,inf
"frozenset({'managerial', 'specialisation'})",frozenset({'academically'}),0.05555555555555555,0.0625,0.05555555555555555,1.0,16.0,0.05208333333333333,inf
frozenset({'academically'}),"frozenset({'managerial', 'specialisation'})",0.0625,0.05555555555555555,0.05555555555555555,0.8888888888888888,16.0,0.05208333333333333,8.499999999999996
"frozenset({'academically', 'managerial'})",frozenset({'thesis'}),0.05555555555555555,0.2013888888888889,0.05555555555555555,1.0,4.9655172413793105,0.04436728395061728,inf
"frozenset({'academically', 'thesis'})",frozenset({'managerial'}),0.0625,0.09722222222222222,0.05555555555555555,0.8888888888888888,9.142857142857142,0.049479166666666664,8.124999999999996
"frozenset({'managerial', 'thesis'})",frozenset({'academically'}),0.05555555555555555,0.0625,0.05555555555555555,1.0,16.0,0.05208333333333333,inf
frozenset({'academically'}),"frozenset({'managerial', 'thesis'})",0.0625,0.05555555555555555,0.05555555555555555,0.8888888888888888,16.0,0.05208333333333333,8.499999999999996
"frozenset({'academically', 'specialisation'})",frozenset({'thesis'}),0.0625,0.2013888888888889,0.0625,1.0,4.9655172413793105,0.04991319444444445,inf
"frozenset({'academically', 'thesis'})",frozenset({'specialisation'}),0.0625,0.1111111111111111,0.0625,1.0,9.0,0.05555555555555555,inf
frozenset({'academically'}),"frozenset({'specialisation', 'thesis'})",0.0625,0.10416666666666667,0.0625,1.0,9.6,0.055989583333333336,inf
"frozenset({'managerial', 'specialisation'})",frozenset({'thesis'}),0.05555555555555555,0.2013888888888889,0.05555555555555555,1.0,4.9655172413793105,0.04436728395061728,inf
"frozenset({'managerial', 'thesis'})",frozenset({'specialisation'}),0.05555555555555555,0.1111111111111111,0.05555555555555555,1.0,9.0,0.04938271604938271,inf
"frozenset({'student', 'thesis'})",frozenset({'research'}),0.06944444444444445,0.1111111111111111,0.05555555555555555,0.7999999999999999,7.2,0.047839506172839504,4.444444444444443
"frozenset({'student', 'research'})",frozenset({'thesis'}),0.05555555555555555,0.2013888888888889,0.05555555555555555,1.0,4.9655172413793105,0.04436728395061728,inf
"frozenset({'thesis', 'research'})",frozenset({'student'}),0.0763888888888889,0.1388888888888889,0.05555555555555555,0.7272727272727272,5.236363636363635,0.04494598765432098,3.1574074074074066
"frozenset({'student', 'topic'})",frozenset({'thesis'}),0.05555555555555555,0.2013888888888889,0.05555555555555555,1.0,4.9655172413793105,0.04436728395061728,inf
"frozenset({'student', 'thesis'})",frozenset({'topic'}),0.06944444444444445,0.06944444444444445,0.05555555555555555,0.7999999999999999,11.519999999999998,0.05073302469135802,4.652777777777777
"frozenset({'topic', 'thesis'})",frozenset({'student'}),0.05555555555555555,0.1388888888888889,0.05555555555555555,1.0,7.199999999999999,0.047839506172839504,inf
frozenset({'topic'}),"frozenset({'student', 'thesis'})",0.06944444444444445,0.06944444444444445,0.05555555555555555,0.7999999999999999,11.519999999999998,0.05073302469135802,4.652777777777777
"frozenset({'workbook', 'student'})",frozenset({'thesis'}),0.05555555555555555,0.2013888888888889,0.05555555555555555,1.0,4.9655172413793105,0.04436728395061728,inf
"frozenset({'workbook', 'thesis'})",frozenset({'student'}),0.05555555555555555,0.1388888888888889,0.05555555555555555,1.0,7.199999999999999,0.047839506172839504,inf
"frozenset({'student', 'thesis'})",frozenset({'workbook'}),0.06944444444444445,0.05555555555555555,0.05555555555555555,0.7999999999999999,14.4,0.051697530864197525,4.7222222222222205
frozenset({'workbook'}),"frozenset({'student', 'thesis'})",0.05555555555555555,0.06944444444444445,0.05555555555555555,1.0,14.399999999999999,0.051697530864197525,inf
"frozenset({'academically', 'specialisation', 'managerial'})",frozenset({'thesis'}),0.05555555555555555,0.2013888888888889,0.05555555555555555,1.0,4.9655172413793105,0.04436728395061728,inf
"frozenset({'academically', 'specialisation', 'thesis'})",frozenset({'managerial'}),0.0625,0.09722222222222222,0.05555555555555555,0.8888888888888888,9.142857142857142,0.049479166666666664,8.124999999999996
"frozenset({'academically', 'managerial', 'thesis'})",frozenset({'specialisation'}),0.05555555555555555,0.1111111111111111,0.05555555555555555,1.0,9.0,0.04938271604938271,inf
"frozenset({'managerial', 'specialisation', 'thesis'})",frozenset({'academically'}),0.05555555555555555,0.0625,0.05555555555555555,1.0,16.0,0.05208333333333333,inf
"frozenset({'academically', 'specialisation'})","frozenset({'managerial', 'thesis'})",0.0625,0.05555555555555555,0.05555555555555555,0.8888888888888888,16.0,0.05208333333333333,8.499999999999996
"frozenset({'academically', 'managerial'})","frozenset({'specialisation', 'thesis'})",0.05555555555555555,0.10416666666666667,0.05555555555555555,1.0,9.6,0.04976851851851852,inf
"frozenset({'academically', 'thesis'})","frozenset({'managerial', 'specialisation'})",0.0625,0.05555555555555555,0.05555555555555555,0.8888888888888888,16.0,0.05208333333333333,8.499999999999996
"frozenset({'managerial', 'specialisation'})","frozenset({'academically', 'thesis'})",0.05555555555555555,0.0625,0.05555555555555555,1.0,16.0,0.05208333333333333,inf
"frozenset({'managerial', 'thesis'})","frozenset({'academically', 'specialisation'})",0.05555555555555555,0.0625,0.05555555555555555,1.0,16.0,0.05208333333333333,inf
frozenset({'academically'}),"frozenset({'managerial', 'specialisation', 'thesis'})",0.0625,0.05555555555555555,0.05555555555555555,0.8888888888888888,16.0,0.05208333333333333,8.499999999999996
